quiz_score,time_spent,learning_style
20,40,kinesthetic
19,53,kinesthetic
25,31,kinesthetic
67,21,auditory
85,19,visual
14,30,kinesthetic
84,56,visual
78,40,visual
85,45,visual
91,19,visual
13,28,kinesthetic
26,32,kinesthetic
39,55,kinesthetic
57,19,auditory
27,58,kinesthetic
25,36,kinesthetic
62,52,auditory
65,59,auditory
24,11,kinesthetic
2,20,kinesthetic
71,17,visual
43,28,auditory
96,25,visual
41,13,auditory
98,23,visual
5,31,kinesthetic
38,26,kinesthetic
51,52,auditory
22,35,kinesthetic
88,44,visual
49,45,auditory
42,54,auditory
18,58,kinesthetic
68,39,auditory
50,30,auditory
10,29,kinesthetic
11,51,kinesthetic
73,35,visual
7,21,kinesthetic
23,17,kinesthetic
91,44,visual
40,38,auditory
35,51,kinesthetic
84,16,visual
71,19,visual
54,48,auditory
8,59,kinesthetic
46,29,auditory
14,37,kinesthetic
47,23,auditory
81,21,visual
41,17,auditory
59,16,auditory
83,14,visual
69,10,auditory
11,56,kinesthetic
1,18,kinesthetic
6,53,kinesthetic
79,27,visual
2,52,kinesthetic
2,51,kinesthetic
26,19,kinesthetic
39,59,kinesthetic
32,10,kinesthetic
91,29,visual
0,52,kinesthetic
7,38,kinesthetic
31,11,kinesthetic
47,35,auditory
3,20,kinesthetic
93,34,visual
69,43,auditory
18,50,kinesthetic
31,10,kinesthetic
8,40,kinesthetic
11,47,kinesthetic
10,31,kinesthetic
45,11,auditory
15,56,kinesthetic
0,10,kinesthetic
62,33,auditory
20,59,kinesthetic
29,45,kinesthetic
12,54,kinesthetic
33,45,kinesthetic
3,56,kinesthetic
27,43,kinesthetic
94,18,visual
58,21,auditory
26,55,kinesthetic
68,29,auditory
24,13,kinesthetic
2,24,kinesthetic
96,13,visual
67,14,auditory
24,19,kinesthetic
19,53,kinesthetic
33,53,kinesthetic
25,49,kinesthetic
4,45,kinesthetic
98,44,visual
60,10,auditory
91,27,visual
92,40,visual
8,55,kinesthetic
49,58,auditory
5,15,kinesthetic
82,15,visual
59,51,auditory
43,28,auditory
10,41,kinesthetic
65,51,auditory
46,39,auditory
72,35,visual
84,12,visual
87,42,visual
97,59,visual
85,40,visual
2,56,kinesthetic
75,29,visual
91,13,visual
29,41,kinesthetic
89,27,visual
20,19,kinesthetic
27,31,kinesthetic
89,26,visual
61,51,auditory
32,13,kinesthetic
84,46,visual
34,16,kinesthetic
51,17,auditory
33,10,kinesthetic
40,17,auditory
50,28,auditory
46,26,auditory
81,50,visual
57,57,auditory
74,18,visual
56,25,auditory
22,54,kinesthetic
47,46,auditory
21,36,kinesthetic
16,11,kinesthetic
68,45,auditory
10,21,kinesthetic
93,59,visual
14,44,kinesthetic
90,40,visual
34,28,kinesthetic
32,35,kinesthetic
83,45,visual
15,13,kinesthetic
33,57,kinesthetic
65,52,auditory
98,40,visual
39,22,kinesthetic
27,52,kinesthetic
46,48,auditory
38,55,kinesthetic
69,13,auditory
72,49,visual
19,53,kinesthetic
0,22,kinesthetic
71,50,visual
86,18,visual
62,11,auditory
66,44,auditory
3,21,kinesthetic
57,26,auditory
24,13,kinesthetic
46,23,auditory
37,30,kinesthetic
14,50,kinesthetic
62,17,auditory
20,42,kinesthetic
98,54,visual
56,37,auditory
52,12,auditory
45,23,auditory
13,28,kinesthetic
99,15,visual
75,45,visual
16,29,kinesthetic
38,10,kinesthetic
8,19,kinesthetic
98,22,visual
76,21,visual
78,20,visual
81,45,visual
96,26,visual
5,56,kinesthetic
90,38,visual
22,12,kinesthetic
58,38,auditory
90,19,visual
97,55,visual
45,28,auditory
37,13,kinesthetic
13,55,kinesthetic
99,47,visual
71,21,visual
61,40,auditory
34,11,kinesthetic
18,58,kinesthetic
29,10,kinesthetic
77,26,visual
83,34,visual
24,14,kinesthetic
39,57,kinesthetic
87,23,visual
13,19,kinesthetic
25,30,kinesthetic
86,34,visual
21,44,kinesthetic
47,12,auditory
82,27,visual
50,59,auditory
2,45,kinesthetic
41,48,auditory
18,42,kinesthetic
72,57,visual
27,26,kinesthetic
83,49,visual
44,15,auditory
70,43,visual
77,35,visual
62,51,auditory
72,40,visual
18,58,kinesthetic
46,37,auditory
13,45,kinesthetic
37,22,kinesthetic
52,30,auditory
60,35,auditory
35,40,kinesthetic
39,25,kinesthetic
80,40,visual
29,22,kinesthetic
8,39,kinesthetic
63,41,auditory
32,14,kinesthetic
51,21,auditory
88,48,visual
13,50,kinesthetic
74,46,visual
52,13,auditory
98,51,visual
58,57,auditory
77,52,visual
93,38,visual
40,50,auditory
67,14,auditory
67,20,auditory
91,39,visual
7,18,kinesthetic
1,58,kinesthetic
85,37,visual
40,31,auditory
54,20,auditory
15,30,kinesthetic
92,15,visual
61,35,auditory
47,25,auditory
29,23,kinesthetic
11,44,kinesthetic
34,51,kinesthetic
10,45,kinesthetic
63,31,auditory
49,11,auditory
84,22,visual
20,20,kinesthetic
68,21,auditory
47,42,auditory
19,31,kinesthetic
66,18,auditory
43,53,auditory
32,16,kinesthetic
72,26,visual
60,19,auditory
8,47,kinesthetic
67,48,auditory
34,55,kinesthetic
80,34,visual
97,36,visual
87,39,visual
95,39,visual
64,52,auditory
7,43,kinesthetic
44,42,auditory
86,41,visual
46,51,auditory
39,21,kinesthetic
75,50,visual
53,32,auditory
75,38,visual
45,52,auditory
46,10,auditory
14,29,kinesthetic
18,19,kinesthetic
25,28,kinesthetic
51,32,auditory
92,30,visual
21,52,kinesthetic
20,44,kinesthetic
50,57,auditory
37,41,kinesthetic
19,19,kinesthetic
28,11,kinesthetic
50,45,auditory
3,57,kinesthetic
54,15,auditory
70,52,visual
91,26,visual
27,24,kinesthetic
3,45,kinesthetic
21,33,kinesthetic
75,49,visual
44,38,auditory
66,59,auditory
85,23,visual
65,11,auditory
87,57,visual
33,31,kinesthetic
90,56,visual
54,15,auditory
0,18,kinesthetic
71,21,visual
86,51,visual
37,48,kinesthetic
5,14,kinesthetic
85,49,visual
24,53,kinesthetic
81,10,visual
16,19,kinesthetic
60,20,auditory
11,36,kinesthetic
5,32,kinesthetic
89,29,visual
26,14,kinesthetic
7,22,kinesthetic
82,59,visual
64,19,auditory
56,58,auditory
92,45,visual
98,50,visual
39,59,kinesthetic
13,25,kinesthetic
34,16,kinesthetic
47,41,auditory
83,34,visual
55,53,auditory
48,35,auditory
12,45,kinesthetic
60,37,auditory
48,53,auditory
45,21,auditory
61,35,auditory
7,13,kinesthetic
42,53,auditory
19,32,kinesthetic
96,49,visual
89,33,visual
38,40,kinesthetic
84,39,visual
48,12,auditory
63,25,auditory
61,43,auditory
53,47,auditory
8,37,kinesthetic
87,58,visual
36,53,kinesthetic
48,50,auditory
40,57,auditory
16,16,kinesthetic
87,17,visual
20,16,kinesthetic
50,46,auditory
58,16,auditory
38,59,kinesthetic
54,27,auditory
40,57,auditory
38,48,kinesthetic
12,30,kinesthetic
63,43,auditory
10,58,kinesthetic
18,36,kinesthetic
10,17,kinesthetic
76,43,visual
45,27,auditory
44,50,auditory
0,21,kinesthetic
39,31,kinesthetic
18,49,kinesthetic
75,31,visual
71,17,visual
71,51,visual
60,37,auditory
11,59,kinesthetic
60,56,auditory
32,41,kinesthetic
44,20,auditory
89,30,visual
91,35,visual
68,23,auditory
7,24,kinesthetic
24,23,kinesthetic
90,21,visual
45,45,auditory
86,12,visual
29,53,kinesthetic
46,16,auditory
86,48,visual
48,55,auditory
46,10,auditory
83,48,visual
81,34,visual
17,40,kinesthetic
65,31,auditory
67,19,auditory
93,27,visual
32,22,kinesthetic
35,17,kinesthetic
81,18,visual
18,24,kinesthetic
27,17,kinesthetic
39,42,kinesthetic
83,44,visual
96,28,visual
75,39,visual
14,18,kinesthetic
40,28,auditory
38,56,kinesthetic
1,55,kinesthetic
62,35,auditory
28,10,kinesthetic
73,12,visual
65,43,auditory
50,34,auditory
74,39,visual
76,10,visual
9,27,kinesthetic
13,42,kinesthetic
81,18,visual
50,16,auditory
72,39,visual
38,22,kinesthetic
27,26,kinesthetic
2,22,kinesthetic
83,22,visual
69,51,auditory
26,47,kinesthetic
1,46,kinesthetic
92,19,visual
37,23,kinesthetic
2,52,kinesthetic
15,14,kinesthetic
93,45,visual
39,44,kinesthetic
1,55,kinesthetic
80,54,visual
40,32,auditory
11,14,kinesthetic
34,53,kinesthetic
64,37,auditory
54,32,auditory
44,51,auditory
78,43,visual
89,40,visual
84,16,visual
61,16,auditory
48,13,auditory
94,53,visual
24,41,kinesthetic
22,37,kinesthetic
23,13,kinesthetic
37,48,kinesthetic
27,54,kinesthetic
20,17,kinesthetic
53,23,auditory
17,39,kinesthetic
35,12,kinesthetic
98,11,visual
44,19,auditory
72,15,visual
52,16,auditory
29,25,kinesthetic
59,15,auditory
97,25,visual
31,36,kinesthetic
66,21,auditory
66,31,auditory
27,24,kinesthetic
43,31,auditory
78,44,visual
40,57,auditory
62,59,auditory
22,24,kinesthetic
74,32,visual
47,47,auditory
31,58,kinesthetic
56,11,auditory
99,11,visual
32,58,kinesthetic
23,28,kinesthetic
38,14,kinesthetic
33,13,kinesthetic
55,37,auditory
27,27,kinesthetic
36,49,kinesthetic
6,50,kinesthetic
67,59,auditory
36,40,kinesthetic
55,31,auditory
64,20,auditory
64,57,auditory
46,25,auditory
19,13,kinesthetic
18,30,kinesthetic
28,50,kinesthetic
73,54,visual
59,34,auditory
17,29,kinesthetic
91,17,visual
34,52,kinesthetic
42,18,auditory
94,27,visual
90,40,visual
10,44,kinesthetic
48,39,auditory
37,27,kinesthetic
63,28,auditory
68,50,auditory
7,33,kinesthetic
33,59,kinesthetic
47,31,auditory
55,57,auditory
75,23,visual
64,28,auditory
30,38,kinesthetic
3,31,kinesthetic
49,39,auditory
68,24,auditory
29,30,kinesthetic
87,35,visual
58,45,auditory
66,21,auditory
74,16,visual
44,20,auditory
3,48,kinesthetic
25,29,kinesthetic
26,44,kinesthetic
45,13,auditory
63,11,auditory
90,29,visual
50,56,auditory
49,29,auditory
5,21,kinesthetic
58,26,auditory
14,27,kinesthetic
29,49,kinesthetic
41,33,auditory
36,17,kinesthetic
41,46,auditory
34,50,kinesthetic
86,39,visual
5,29,kinesthetic
67,32,auditory
17,46,kinesthetic
72,19,visual
28,42,kinesthetic
76,33,visual
58,45,auditory
46,25,auditory
16,59,kinesthetic
95,37,visual
21,21,kinesthetic
67,29,auditory
68,56,auditory
36,27,kinesthetic
48,46,auditory
12,35,kinesthetic
33,55,kinesthetic
85,16,visual
52,52,auditory
86,56,visual
50,30,auditory
2,52,kinesthetic
41,41,auditory
97,16,visual
31,32,kinesthetic
50,29,auditory
84,29,visual
45,41,auditory
20,35,kinesthetic
43,45,auditory
10,33,kinesthetic
67,10,auditory
0,37,kinesthetic
91,35,visual
62,43,auditory
23,35,kinesthetic
98,45,visual
12,14,kinesthetic
97,11,visual
10,41,kinesthetic
99,43,visual
50,59,auditory
16,39,kinesthetic
98,33,visual
81,37,visual
85,55,visual
23,12,kinesthetic
18,59,kinesthetic
36,19,kinesthetic
84,15,visual
7,43,kinesthetic
27,40,kinesthetic
4,52,kinesthetic
16,59,kinesthetic
35,55,kinesthetic
18,22,kinesthetic
63,48,auditory
90,29,visual
97,41,visual
10,19,kinesthetic
53,35,auditory
44,28,auditory
46,38,auditory
11,22,kinesthetic
20,43,kinesthetic
10,29,kinesthetic
91,53,visual
4,49,kinesthetic
80,27,visual
55,43,auditory
19,57,kinesthetic
40,17,auditory
45,25,auditory
11,49,kinesthetic
69,32,auditory
16,41,kinesthetic
18,22,kinesthetic
25,35,kinesthetic
47,47,auditory
51,10,auditory
95,11,visual
69,48,auditory
54,22,auditory
99,36,visual
74,13,visual
32,50,kinesthetic
61,29,auditory
87,12,visual
22,32,kinesthetic
14,11,kinesthetic
26,25,kinesthetic
74,19,visual
63,37,auditory
80,53,visual
50,27,auditory
52,11,auditory
77,23,visual
90,53,visual
81,29,visual
91,49,visual
50,32,auditory
46,16,auditory
3,54,kinesthetic
6,56,kinesthetic
34,23,kinesthetic
47,46,auditory
72,17,visual
71,59,visual
44,14,auditory
80,32,visual
80,50,visual
96,19,visual
95,58,visual
71,36,visual
18,44,kinesthetic
62,10,auditory
37,16,kinesthetic
66,56,auditory
58,17,auditory
68,20,auditory
12,43,kinesthetic
46,37,auditory
60,43,auditory
30,52,kinesthetic
79,29,visual
95,37,visual
21,58,kinesthetic
92,51,visual
85,46,visual
42,12,auditory
66,18,auditory
53,31,auditory
9,34,kinesthetic
41,11,auditory
63,32,auditory
20,26,kinesthetic
79,34,visual
75,21,visual
65,36,auditory
40,29,auditory
23,18,kinesthetic
34,32,kinesthetic
55,45,auditory
29,37,kinesthetic
56,59,auditory
93,57,visual
46,38,auditory
34,51,kinesthetic
18,41,kinesthetic
7,21,kinesthetic
25,39,kinesthetic
70,20,visual
29,46,kinesthetic
6,29,kinesthetic
66,20,auditory
64,57,auditory
35,56,kinesthetic
24,47,kinesthetic
36,54,kinesthetic
0,25,kinesthetic
14,44,kinesthetic
36,59,kinesthetic
12,10,kinesthetic
7,34,kinesthetic
4,58,kinesthetic
59,36,auditory
72,41,visual
0,15,kinesthetic
35,50,kinesthetic
34,45,kinesthetic
65,48,auditory
62,32,auditory
22,38,kinesthetic
8,39,kinesthetic
33,31,kinesthetic
45,20,auditory
77,35,visual
3,32,kinesthetic
29,12,kinesthetic
94,57,visual
74,15,visual
98,16,visual
71,53,visual
2,48,kinesthetic
13,31,kinesthetic
59,57,auditory
76,59,visual
44,51,auditory
95,42,visual
33,49,kinesthetic
44,12,auditory
60,39,auditory
82,57,visual
15,33,kinesthetic
65,12,auditory
39,11,kinesthetic
16,53,kinesthetic
33,49,kinesthetic
15,28,kinesthetic
59,33,auditory
65,59,auditory
65,29,auditory
89,56,visual
12,58,kinesthetic
55,59,auditory
30,40,kinesthetic
33,59,kinesthetic
38,50,kinesthetic
66,40,auditory
7,46,kinesthetic
86,52,visual
77,38,visual
54,13,auditory
26,19,kinesthetic
92,45,visual
52,44,auditory
38,57,kinesthetic
64,30,auditory
16,52,kinesthetic
29,50,kinesthetic
52,10,auditory
12,51,kinesthetic
20,21,kinesthetic
18,33,kinesthetic
52,11,auditory
18,56,kinesthetic
56,29,auditory
24,25,kinesthetic
85,43,visual
30,22,kinesthetic
80,27,visual
54,38,auditory
22,52,kinesthetic
31,23,kinesthetic
61,39,auditory
73,44,visual
9,18,kinesthetic
99,46,visual
71,55,visual
53,48,auditory
51,21,auditory
19,30,kinesthetic
31,27,kinesthetic
13,20,kinesthetic
49,36,auditory
27,33,kinesthetic
52,50,auditory
23,52,kinesthetic
78,59,visual
21,43,kinesthetic
29,29,kinesthetic
62,22,auditory
3,56,kinesthetic
76,17,visual
58,46,auditory
86,14,visual
7,16,kinesthetic
81,53,visual
11,21,kinesthetic
30,50,kinesthetic
77,13,visual
33,49,kinesthetic
81,28,visual
97,10,visual
74,52,visual
75,22,visual
48,59,auditory
78,51,visual
56,54,auditory
94,34,visual
92,53,visual
25,54,kinesthetic
17,43,kinesthetic
95,44,visual
85,26,visual
37,35,kinesthetic
80,30,visual
86,21,visual
87,25,visual
49,29,auditory
7,19,kinesthetic
40,32,auditory
5,56,kinesthetic
68,39,auditory
43,17,auditory
63,14,auditory
28,21,kinesthetic
27,51,kinesthetic
10,23,kinesthetic
64,21,auditory
18,33,kinesthetic
8,54,kinesthetic
26,26,kinesthetic
33,10,kinesthetic
43,51,auditory
67,46,auditory
99,20,visual
81,51,visual
14,15,kinesthetic
50,24,auditory
12,50,kinesthetic
82,49,visual
48,32,auditory
69,32,auditory
55,47,auditory
75,47,visual
50,58,auditory
36,21,kinesthetic
16,16,kinesthetic
57,46,auditory
86,25,visual
89,47,visual
28,49,kinesthetic
32,44,kinesthetic
59,49,auditory
90,38,visual
88,48,visual
54,26,auditory
9,35,kinesthetic
46,29,auditory
22,55,kinesthetic
84,34,visual
20,47,kinesthetic
12,48,kinesthetic
32,46,kinesthetic
23,28,kinesthetic
10,30,kinesthetic
16,41,kinesthetic
67,37,auditory
46,48,auditory
24,50,kinesthetic
93,21,visual
72,56,visual
20,24,kinesthetic
83,37,visual
82,30,visual
82,25,visual
11,32,kinesthetic
36,35,kinesthetic
41,24,auditory
16,46,kinesthetic
47,21,auditory
27,13,kinesthetic
40,44,auditory
98,40,visual
46,36,auditory
17,41,kinesthetic
77,42,visual
98,22,visual
70,46,visual
12,53,kinesthetic
81,11,visual
12,47,kinesthetic
99,46,visual
30,59,kinesthetic
1,14,kinesthetic
15,27,kinesthetic
8,57,kinesthetic
72,26,visual
37,11,kinesthetic
74,58,visual
53,51,auditory
55,44,auditory
85,23,visual
96,21,visual
99,42,visual
86,16,visual
44,48,auditory
33,54,kinesthetic
8,18,kinesthetic
87,14,visual
7,13,kinesthetic
6,41,kinesthetic
35,14,kinesthetic
17,53,kinesthetic
2,17,kinesthetic
27,22,kinesthetic
69,13,auditory
43,20,auditory
20,24,kinesthetic
27,55,kinesthetic
53,27,auditory
53,29,auditory
64,10,auditory
99,10,visual
20,20,kinesthetic
98,38,visual
12,38,kinesthetic
56,33,auditory
48,29,auditory
53,39,auditory
9,47,kinesthetic
52,14,auditory
43,54,auditory
46,19,auditory
52,15,auditory
73,13,visual
45,13,auditory
12,16,kinesthetic
36,57,kinesthetic
23,42,kinesthetic
1,18,kinesthetic
85,35,visual
80,56,visual
99,50,visual
13,30,kinesthetic
9,31,kinesthetic
34,42,kinesthetic
24,42,kinesthetic
2,57,kinesthetic
16,14,kinesthetic
11,30,kinesthetic
53,36,auditory
23,50,kinesthetic
28,10,kinesthetic
42,25,auditory
24,44,kinesthetic
99,45,visual
59,53,auditory
89,41,visual
64,38,auditory
83,48,visual
27,56,kinesthetic
15,32,kinesthetic
46,24,auditory
80,35,visual
91,46,visual
57,34,auditory
75,11,visual
26,21,kinesthetic
52,28,auditory
41,41,auditory
58,32,auditory
46,14,auditory
93,34,visual
33,44,kinesthetic
36,38,kinesthetic
5,47,kinesthetic
6,54,kinesthetic
95,29,visual
95,56,visual
24,45,kinesthetic
32,16,kinesthetic
54,31,auditory
57,27,auditory
6,30,kinesthetic
56,31,auditory
11,48,kinesthetic
15,21,kinesthetic
79,20,visual
42,21,auditory
99,35,visual
76,39,visual
6,24,kinesthetic
99,17,visual
50,52,auditory
72,27,visual
31,19,kinesthetic
74,17,visual
7,47,kinesthetic
96,44,visual
86,29,visual
88,21,visual
71,58,visual
44,12,auditory
85,29,visual
58,59,auditory
3,21,kinesthetic
66,33,auditory
28,25,kinesthetic
28,19,kinesthetic
97,28,visual
97,50,visual
27,23,kinesthetic
76,23,visual
78,31,visual
86,13,visual
43,56,auditory
89,43,visual
3,27,kinesthetic
89,43,visual
8,27,kinesthetic
4,49,kinesthetic
55,40,auditory
95,51,visual
83,29,visual
49,45,auditory
74,51,visual
14,19,kinesthetic
31,12,kinesthetic
27,30,kinesthetic
21,45,kinesthetic
16,19,kinesthetic
58,16,auditory
89,31,visual
70,32,visual
56,21,auditory
25,48,kinesthetic
24,22,kinesthetic
9,49,kinesthetic
44,22,auditory
82,42,visual
10,40,kinesthetic
76,57,visual
52,37,auditory
71,28,visual
67,30,auditory
94,41,visual
27,35,kinesthetic
74,22,visual
64,38,auditory
48,16,auditory
46,56,auditory
51,35,auditory
87,15,visual
53,41,auditory
59,45,auditory
56,32,auditory
46,20,auditory
30,30,kinesthetic
45,28,auditory
25,43,kinesthetic
4,58,kinesthetic
83,56,visual
51,59,auditory
74,53,visual
53,44,auditory
32,58,kinesthetic
49,40,auditory
37,55,kinesthetic
26,38,kinesthetic
97,15,visual
14,45,kinesthetic
95,40,visual
60,41,auditory
20,49,kinesthetic
45,29,auditory
68,31,auditory
5,12,kinesthetic
37,17,kinesthetic
61,54,auditory
85,28,visual
61,40,auditory
81,41,visual
77,24,visual
73,48,visual
45,40,auditory
12,12,kinesthetic
94,41,visual
93,19,visual
2,37,kinesthetic
93,36,visual
5,57,kinesthetic
92,55,visual
7,49,kinesthetic
43,52,auditory
32,40,kinesthetic
80,43,visual
74,14,visual
76,20,visual
49,16,auditory
10,17,kinesthetic
94,26,visual
27,53,kinesthetic
69,59,auditory
40,48,auditory
15,50,kinesthetic
67,23,auditory
98,33,visual
47,39,auditory
55,59,auditory
63,24,auditory
58,13,auditory
89,22,visual
61,14,auditory
75,40,visual
10,21,kinesthetic
88,39,visual
17,58,kinesthetic
18,19,kinesthetic
86,39,visual
54,35,auditory
81,53,visual
25,15,kinesthetic
5,36,kinesthetic
3,29,kinesthetic
28,37,kinesthetic
58,29,auditory
97,21,visual
16,54,kinesthetic
42,30,auditory
79,39,visual
65,58,auditory
33,19,kinesthetic
7,14,kinesthetic
12,46,kinesthetic
7,17,kinesthetic
93,39,visual
95,26,visual
99,12,visual
93,30,visual
64,25,auditory
42,41,auditory
38,36,kinesthetic
80,15,visual
58,51,auditory
83,25,visual
87,54,visual
85,12,visual
92,49,visual
85,29,visual
43,49,auditory
8,16,kinesthetic
36,20,kinesthetic
73,38,visual
35,12,kinesthetic
91,30,visual
27,41,kinesthetic
41,39,auditory
42,48,auditory
84,20,visual
87,26,visual
41,34,auditory
65,59,auditory
54,34,auditory
71,18,visual
47,54,auditory
90,38,visual
21,24,kinesthetic
26,28,kinesthetic
92,24,visual
66,48,auditory
12,44,kinesthetic
44,49,auditory
9,22,kinesthetic
99,25,visual
8,12,kinesthetic
53,40,auditory
26,10,kinesthetic
33,44,kinesthetic
0,25,kinesthetic
31,10,kinesthetic
88,59,visual
92,23,visual
70,16,visual
66,32,auditory
83,44,visual
19,38,kinesthetic
93,31,visual
34,25,kinesthetic
98,38,visual
90,15,visual
89,27,visual
77,38,visual
16,34,kinesthetic
17,54,kinesthetic
44,11,auditory
92,53,visual
83,41,visual
52,45,auditory
90,41,visual
81,50,visual
67,29,auditory
64,46,auditory
0,51,kinesthetic
57,47,auditory
25,42,kinesthetic
19,14,kinesthetic
86,15,visual
9,31,kinesthetic
58,30,auditory
74,28,visual
40,52,auditory
4,24,kinesthetic
64,43,auditory
16,56,kinesthetic
21,16,kinesthetic
97,26,visual
40,53,auditory
92,53,visual
67,14,auditory
68,48,auditory
10,11,kinesthetic
55,36,auditory
50,54,auditory
20,33,kinesthetic
98,50,visual
75,56,visual
25,37,kinesthetic
18,56,kinesthetic
59,10,auditory
70,30,visual
46,37,auditory
70,12,visual
25,39,kinesthetic
39,10,kinesthetic
4,54,kinesthetic
20,56,kinesthetic
77,54,visual
3,27,kinesthetic
22,58,kinesthetic
83,42,visual
14,24,kinesthetic
92,33,visual
7,45,kinesthetic
40,43,auditory
18,35,kinesthetic
45,49,auditory
27,31,kinesthetic
90,25,visual
67,49,auditory
14,51,kinesthetic
98,25,visual
36,14,kinesthetic
0,15,kinesthetic
66,51,auditory
23,33,kinesthetic
26,39,kinesthetic
39,46,kinesthetic
62,41,auditory
60,28,auditory
35,54,kinesthetic
97,37,visual
92,56,visual
23,17,kinesthetic
23,52,kinesthetic
3,10,kinesthetic
66,13,auditory
33,31,kinesthetic
56,31,auditory
48,39,auditory
86,36,visual
52,36,auditory
22,22,kinesthetic
68,48,auditory
94,36,visual
52,48,auditory
61,47,auditory
40,17,auditory
56,21,auditory
59,33,auditory
53,27,auditory
69,24,auditory
56,25,auditory
9,42,kinesthetic
39,19,kinesthetic
6,56,kinesthetic
37,33,kinesthetic
84,54,visual
60,28,auditory
83,36,visual
2,54,kinesthetic
50,50,auditory
85,40,visual
46,30,auditory
67,25,auditory
91,32,visual
75,23,visual
37,32,kinesthetic
35,50,kinesthetic
40,27,auditory
68,45,auditory
12,21,kinesthetic
86,46,visual
57,20,auditory
49,14,auditory
29,30,kinesthetic
61,41,auditory
24,38,kinesthetic
26,16,kinesthetic
50,45,auditory
77,49,visual
56,36,auditory
46,15,auditory
99,47,visual
38,13,kinesthetic
15,55,kinesthetic
21,44,kinesthetic
84,19,visual
53,47,auditory
20,59,kinesthetic
71,39,visual
15,51,kinesthetic
58,18,auditory
30,25,kinesthetic
41,13,auditory
73,35,visual
31,38,kinesthetic
58,37,auditory
33,20,kinesthetic
8,37,kinesthetic
80,53,visual
10,41,kinesthetic
95,33,visual
9,51,kinesthetic
85,48,visual
16,16,kinesthetic
67,27,auditory
47,12,auditory
51,53,auditory
24,55,kinesthetic
20,29,kinesthetic
64,43,auditory
62,39,auditory
88,18,visual
50,19,auditory
35,15,kinesthetic
80,26,visual
87,24,visual
65,42,auditory
14,22,kinesthetic
95,51,visual
38,53,kinesthetic
69,31,auditory
0,25,kinesthetic
22,43,kinesthetic
38,12,kinesthetic
56,17,auditory
80,29,visual
33,56,kinesthetic
40,33,auditory
92,27,visual
72,32,visual
12,10,kinesthetic
69,11,auditory
5,14,kinesthetic
83,27,visual
51,25,auditory
2,19,kinesthetic
80,38,visual
62,44,auditory
48,34,auditory
75,51,visual
46,33,auditory
54,22,auditory
63,30,auditory
64,51,auditory
80,52,visual
66,48,auditory
89,43,visual
14,28,kinesthetic
99,37,visual
31,36,kinesthetic
95,59,visual
67,35,auditory
17,20,kinesthetic
82,58,visual
42,44,auditory
34,29,kinesthetic
77,21,visual
57,37,auditory
32,11,kinesthetic
13,10,kinesthetic
33,18,kinesthetic
60,31,auditory
3,49,kinesthetic
87,36,visual
58,18,auditory
28,16,kinesthetic
82,45,visual
5,57,kinesthetic
96,47,visual
48,59,auditory
39,11,kinesthetic
82,52,visual
64,14,auditory
68,26,auditory
26,46,kinesthetic
79,44,visual
5,17,kinesthetic
12,52,kinesthetic
63,12,auditory
61,12,auditory
98,10,visual
18,33,kinesthetic
75,54,visual
79,39,visual
42,51,auditory
73,35,visual
88,47,visual
19,52,kinesthetic
94,49,visual
67,52,auditory
43,47,auditory
22,53,kinesthetic
1,59,kinesthetic
21,12,kinesthetic
56,22,auditory
71,45,visual
6,50,kinesthetic
77,57,visual
55,21,auditory
66,29,auditory
15,48,kinesthetic
82,53,visual
50,17,auditory
81,56,visual
79,11,visual
71,20,visual
96,30,visual
11,46,kinesthetic
52,15,auditory
74,28,visual
4,39,kinesthetic
26,55,kinesthetic
11,48,kinesthetic
16,53,kinesthetic
5,58,kinesthetic
96,45,visual
4,29,kinesthetic
56,19,auditory
27,33,kinesthetic
77,42,visual
68,38,auditory
58,39,auditory
32,45,kinesthetic
61,54,auditory
49,15,auditory
18,56,kinesthetic
85,23,visual
68,12,auditory
65,33,auditory
93,28,visual
46,47,auditory
38,43,kinesthetic
67,18,auditory
32,39,kinesthetic
12,41,kinesthetic
83,22,visual
53,27,auditory
6,53,kinesthetic
78,31,visual
86,13,visual
13,32,kinesthetic
86,16,visual
18,53,kinesthetic
53,20,auditory
92,48,visual
19,51,kinesthetic
28,50,kinesthetic
23,43,kinesthetic
81,14,visual
62,51,auditory
73,34,visual
56,37,auditory
7,23,kinesthetic
89,36,visual
61,25,auditory
28,36,kinesthetic
73,11,visual
16,28,kinesthetic
65,32,auditory
5,50,kinesthetic
57,23,auditory
68,56,auditory
27,35,kinesthetic
61,17,auditory
40,36,auditory
68,56,auditory
81,49,visual
89,37,visual
83,13,visual
40,47,auditory
48,20,auditory
90,53,visual
48,33,auditory
75,37,visual
70,50,visual
2,27,kinesthetic
9,58,kinesthetic
97,30,visual
88,35,visual
34,12,kinesthetic
79,22,visual
1,47,kinesthetic
23,37,kinesthetic
73,23,visual
37,10,kinesthetic
21,37,kinesthetic
25,45,kinesthetic
42,59,auditory
54,20,auditory
38,52,kinesthetic
90,49,visual
28,13,kinesthetic
19,43,kinesthetic
90,10,visual
40,19,auditory
53,26,auditory
19,16,kinesthetic
18,48,kinesthetic
83,22,visual
98,31,visual
65,10,auditory
29,37,kinesthetic
52,42,auditory
33,22,kinesthetic
21,10,kinesthetic
66,47,auditory
5,34,kinesthetic
78,51,visual
26,30,kinesthetic
